location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Denmark,2020-05-02,153,10,5792203,19.677,46682.515,2.5
Denmark,2020-05-03,96,11,5792203,19.677,46682.515,2.5
Denmark,2020-05-04,116,8,5792203,19.677,46682.515,2.5
Denmark,2020-05-05,147,9,5792203,19.677,46682.515,2.5
Denmark,2020-05-06,151,7,5792203,19.677,46682.515,2.5
Denmark,2020-05-07,162,3,5792203,19.677,46682.515,2.5
Denmark,2020-05-08,100,6,5792203,19.677,46682.515,2.5
Denmark,2020-05-09,135,6,5792203,19.677,46682.515,2.5
Denmark,2020-05-10,101,4,5792203,19.677,46682.515,2.5
Denmark,2020-05-11,110,3,5792203,19.677,46682.515,2.5
Denmark,2020-05-12,84,5,5792203,19.677,46682.515,2.5
Denmark,2020-05-13,78,4,5792203,19.677,46682.515,2.5
Denmark,2020-05-14,76,6,5792203,19.677,46682.515,2.5
Denmark,2020-05-15,46,4,5792203,19.677,46682.515,2.5
Denmark,2020-05-16,78,0,5792203,19.677,46682.515,2.5
Denmark,2020-05-17,67,5,5792203,19.677,46682.515,2.5
Denmark,2020-05-18,69,4,5792203,19.677,46682.515,2.5
Denmark,2020-05-19,41,1,5792203,19.677,46682.515,2.5
Denmark,2020-05-20,76,3,5792203,19.677,46682.515,2.5
Denmark,2020-05-21,73,3,5792203,19.677,46682.515,2.5
Denmark,2020-05-22,65,7,5792203,19.677,46682.515,2.5
Denmark,2020-05-23,48,0,5792203,19.677,46682.515,2.5
Denmark,2020-05-24,59,0,5792203,19.677,46682.515,2.5
Denmark,2020-05-25,71,1,5792203,19.677,46682.515,2.5
Denmark,2020-05-26,27,1,5792203,19.677,46682.515,2.5
Denmark,2020-05-27,41,0,5792203,19.677,46682.515,2.5
Denmark,2020-05-28,52,2,5792203,19.677,46682.515,2.5
Denmark,2020-05-29,32,3,5792203,19.677,46682.515,2.5
Denmark,2020-05-30,81,0,5792203,19.677,46682.515,2.5
Denmark,2020-05-31,40,3,5792203,19.677,46682.515,2.5
Denmark,2020-06-01,36,3,5792203,19.677,46682.515,2.5
Denmark,2020-06-02,30,2,5792203,19.677,46682.515,2.5
Denmark,2020-06-03,35,4,5792203,19.677,46682.515,2.5
Denmark,2020-06-04,37,0,5792203,19.677,46682.515,2.5
Denmark,2020-06-05,40,2,5792203,19.677,46682.515,2.5
Denmark,2020-06-06,64,4,5792203,19.677,46682.515,2.5
Denmark,2020-06-07,49,1,5792203,19.677,46682.515,2.5
Denmark,2020-06-08,24,2,5792203,19.677,46682.515,2.5
Denmark,2020-06-09,14,4,5792203,19.677,46682.515,2.5
Denmark,2020-06-10,39,0,5792203,19.677,46682.515,2.5
Djibouti,2020-03-19,1,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-20,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-21,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-22,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-23,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-24,2,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-25,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-26,9,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-27,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-28,1,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-29,2,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-30,4,0,988002,4.213,2705.406,1.4
Djibouti,2020-03-31,7,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-01,5,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-02,3,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-03,7,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-04,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-05,10,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-06,8,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-07,31,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-08,31,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-09,14,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-10,5,1,988002,4.213,2705.406,1.4
Djibouti,2020-04-11,10,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-12,37,1,988002,4.213,2705.406,1.4
Djibouti,2020-04-13,27,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-14,84,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-15,65,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-16,72,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-17,156,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-18,141,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-19,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-20,114,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-21,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-22,99,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-23,29,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-24,12,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-25,13,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-26,9,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-27,15,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-28,12,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-29,37,0,988002,4.213,2705.406,1.4
Djibouti,2020-04-30,5,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-01,12,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-02,8,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-03,15,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-04,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-05,4,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-06,4,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-07,0,1,988002,4.213,2705.406,1.4
Djibouti,2020-05-08,13,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-09,2,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-10,54,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-11,21,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-12,17,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-13,29,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-14,12,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-15,16,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-16,25,1,988002,4.213,2705.406,1.4
Djibouti,2020-05-17,22,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-18,70,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-19,117,3,988002,4.213,2705.406,1.4
Djibouti,2020-05-20,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-21,310,2,988002,4.213,2705.406,1.4
Djibouti,2020-05-22,219,1,988002,4.213,2705.406,1.4
Djibouti,2020-05-23,223,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-24,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-25,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-26,198,4,988002,4.213,2705.406,1.4
Djibouti,2020-05-27,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-28,229,4,988002,4.213,2705.406,1.4
Djibouti,2020-05-29,217,2,988002,4.213,2705.406,1.4
Djibouti,2020-05-30,0,0,988002,4.213,2705.406,1.4
Djibouti,2020-05-31,280,2,988002,4.213,2705.406,1.4
Djibouti,2020-06-01,160,2,988002,4.213,2705.406,1.4
Djibouti,2020-06-02,215,0,988002,4.213,2705.406,1.4
Djibouti,2020-06-03,210,1,988002,4.213,2705.406,1.4
Djibouti,2020-06-04,156,1,988002,4.213,2705.406,1.4
Djibouti,2020-06-05,119,0,988002,4.213,2705.406,1.4
Djibouti,2020-06-06,69,0,988002,4.213,2705.406,1.4
Djibouti,2020-06-07,46,0,988002,4.213,2705.406,1.4
Djibouti,2020-06-08,38,2,988002,4.213,2705.406,1.4
Djibouti,2020-06-09,71,3,988002,4.213,2705.406,1.4
Djibouti,2020-06-10,53,3,988002,4.213,2705.406,1.4
Dominica,2020-03-23,1,0,71991,,9673.367,3.8
Dominica,2020-03-24,0,0,71991,,9673.367,3.8
Dominica,2020-03-25,1,0,71991,,9673.367,3.8
Dominica,2020-03-26,5,0,71991,,9673.367,3.8
Dominica,2020-03-27,4,0,71991,,9673.367,3.8
Dominica,2020-03-28,0,0,71991,,9673.367,3.8
Dominica,2020-03-29,0,0,71991,,9673.367,3.8
Dominica,2020-03-30,0,0,71991,,9673.367,3.8
Dominica,2020-03-31,0,0,71991,,9673.367,3.8
Dominica,2020-04-01,0,0,71991,,9673.367,3.8
Dominica,2020-04-02,1,0,71991,,9673.367,3.8
Dominica,2020-04-03,0,0,71991,,9673.367,3.8
Dominica,2020-04-04,2,0,71991,,9673.367,3.8
Dominica,2020-04-05,0,0,71991,,9673.367,3.8
Dominica,2020-04-06,0,0,71991,,9673.367,3.8
Dominica,2020-04-07,1,0,71991,,9673.367,3.8
Dominica,2020-04-08,0,0,71991,,9673.367,3.8
Dominica,2020-04-09,0,0,71991,,9673.367,3.8
Dominica,2020-04-10,1,0,71991,,9673.367,3.8
Dominica,2020-04-11,0,0,71991,,9673.367,3.8
Dominica,2020-04-12,0,0,71991,,9673.367,3.8
Dominica,2020-04-13,0,0,71991,,9673.367,3.8
Dominica,2020-04-14,0,0,71991,,9673.367,3.8
Dominica,2020-04-15,0,0,71991,,9673.367,3.8
Dominica,2020-04-16,0,0,71991,,9673.367,3.8
Dominica,2020-04-17,0,0,71991,,9673.367,3.8
Dominica,2020-04-18,0,0,71991,,9673.367,3.8
Dominica,2020-04-19,0,0,71991,,9673.367,3.8
Dominica,2020-04-20,0,0,71991,,9673.367,3.8
Dominica,2020-04-21,0,0,71991,,9673.367,3.8
Dominica,2020-04-22,0,0,71991,,9673.367,3.8
Dominica,2020-04-23,0,0,71991,,9673.367,3.8
Dominica,2020-04-24,0,0,71991,,9673.367,3.8
Dominica,2020-04-25,0,0,71991,,9673.367,3.8
Dominica,2020-04-26,0,0,71991,,9673.367,3.8
Dominica,2020-04-27,0,0,71991,,9673.367,3.8
Dominica,2020-04-28,0,0,71991,,9673.367,3.8
Dominica,2020-04-29,0,0,71991,,9673.367,3.8
Dominica,2020-04-30,0,0,71991,,9673.367,3.8
Dominica,2020-05-01,0,0,71991,,9673.367,3.8
Dominica,2020-05-02,0,0,71991,,9673.367,3.8
Dominica,2020-05-03,0,0,71991,,9673.367,3.8
Dominica,2020-05-04,0,0,71991,,9673.367,3.8
Dominica,2020-05-05,0,0,71991,,9673.367,3.8
Dominica,2020-05-06,0,0,71991,,9673.367,3.8
Dominica,2020-05-07,0,0,71991,,9673.367,3.8
Dominica,2020-05-08,0,0,71991,,9673.367,3.8
Dominica,2020-05-09,0,0,71991,,9673.367,3.8
Dominica,2020-05-10,0,0,71991,,9673.367,3.8
Dominica,2020-05-11,0,0,71991,,9673.367,3.8
Dominica,2020-05-12,0,0,71991,,9673.367,3.8
Dominica,2020-05-13,0,0,71991,,9673.367,3.8
Dominica,2020-05-14,0,0,71991,,9673.367,3.8
Dominica,2020-05-15,0,0,71991,,9673.367,3.8
Dominica,2020-05-16,0,0,71991,,9673.367,3.8
Dominica,2020-05-17,0,0,71991,,9673.367,3.8
Dominica,2020-05-18,0,0,71991,,9673.367,3.8
Dominica,2020-05-19,0,0,71991,,9673.367,3.8
Dominica,2020-05-20,0,0,71991,,9673.367,3.8
Dominica,2020-05-21,0,0,71991,,9673.367,3.8
Dominica,2020-05-22,0,0,71991,,9673.367,3.8
Dominica,2020-05-23,0,0,71991,,9673.367,3.8
Dominica,2020-05-24,0,0,71991,,9673.367,3.8
Dominica,2020-05-25,0,0,71991,,9673.367,3.8
Dominica,2020-05-26,0,0,71991,,9673.367,3.8
Dominica,2020-05-27,0,0,71991,,9673.367,3.8
Dominica,2020-05-28,0,0,71991,,9673.367,3.8
Dominica,2020-05-29,0,0,71991,,9673.367,3.8
Dominica,2020-05-30,0,0,71991,,9673.367,3.8
Dominica,2020-05-31,0,0,71991,,9673.367,3.8
Dominica,2020-06-01,0,0,71991,,9673.367,3.8
Dominica,2020-06-02,2,0,71991,,9673.367,3.8
Dominica,2020-06-03,0,0,71991,,9673.367,3.8
Dominica,2020-06-04,0,0,71991,,9673.367,3.8
Dominica,2020-06-05,0,0,71991,,9673.367,3.8
Dominica,2020-06-06,0,0,71991,,9673.367,3.8
Dominica,2020-06-07,0,0,71991,,9673.367,3.8
Dominica,2020-06-08,0,0,71991,,9673.367,3.8
Dominica,2020-06-09,0,0,71991,,9673.367,3.8
Dominica,2020-06-10,0,0,71991,,9673.367,3.8
Dominican Republic,2019-12-31,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-01,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-02,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-03,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-04,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-05,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-06,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-07,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-08,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-09,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-10,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-11,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-12,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-13,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-14,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-15,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-16,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-17,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-18,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-19,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-20,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-21,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-22,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-23,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-24,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-25,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-26,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-27,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-28,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-29,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-30,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-01-31,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-01,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-02,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-03,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-04,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-05,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-06,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-07,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-08,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-09,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-10,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-11,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-12,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-13,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-14,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-15,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-16,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-17,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-18,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-19,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-20,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-21,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-22,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-23,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-24,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-25,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-26,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-27,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-28,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-02-29,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-01,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-02,1,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-07,1,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-10,3,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-14,6,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-15,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-16,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-17,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-18,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-19,10,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-20,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-21,13,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-22,78,1,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-23,90,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-24,43,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-25,67,3,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-26,80,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-27,96,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-28,93,10,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-29,138,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-30,140,11,10847904,6.981,14600.861,1.6
Dominican Republic,2020-03-31,42,3,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-01,208,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-02,175,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-03,96,3,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-04,108,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-05,90,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-06,167,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-07,83,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-08,128,12,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-09,155,10,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-10,238,10,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-11,271,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-12,139,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-13,208,38,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-14,200,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-15,119,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-16,328,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-17,141,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-18,371,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-19,209,17,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-20,345,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-21,284,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-22,80,10,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-23,256,15,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-24,243,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-25,206,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-26,177,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-27,209,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-28,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-29,281,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-04-30,236,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-01,320,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-02,316,12,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-03,290,13,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-04,376,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-05,281,13,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-06,245,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-07,327,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-08,288,11,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-09,281,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-10,506,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-11,465,3,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-12,287,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-13,266,9,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-14,296,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-15,124,13,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-16,419,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-17,154,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-18,421,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-19,411,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-20,498,7,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-21,254,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-22,180,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-23,332,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-24,433,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-25,0,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-26,651,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-27,191,8,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-28,459,6,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-29,345,11,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-30,463,3,10847904,6.981,14600.861,1.6
Dominican Republic,2020-05-31,377,10,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-01,377,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-02,287,0,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-03,180,13,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-04,288,1,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-05,279,4,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-06,389,5,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-07,487,11,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-08,405,2,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-09,526,1,10847904,6.981,14600.861,1.6
Dominican Republic,2020-06-10,289,5,10847904,6.981,14600.861,1.6
Ecuador,2019-12-31,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-01,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-02,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-03,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-04,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-05,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-06,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-07,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-08,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-09,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-10,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-11,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-12,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-13,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-14,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-15,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-16,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-17,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-18,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-19,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-20,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-21,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-22,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-23,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-24,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-25,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-26,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-27,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-28,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-29,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-30,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-01-31,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-01,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-02,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-03,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-04,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-05,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-06,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-07,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-08,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-09,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-10,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-11,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-12,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-13,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-14,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-15,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-16,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-17,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-18,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-19,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-20,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-21,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-22,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-23,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-24,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-25,0,0,17643060,7.104,10581.936,1.5
Ecuador,2020-02-26,0,0,17643060,7.104,10581.936,1.5
