"UF";"COD. UF";"COD. MUNIC";"NOME DO MUNICÍPIO";"POPULAÇÃO ESTIMADA"
"PB";25;"03902";"Camalaú";6.048
"PB";25;"04009";"Campina Grande";413.830
"PB";25;"04033";"Capim";6.715
"PB";25;"04074";"Caraúbas";4.206
"PB";25;"04108";"Carrapateira";2.714
"PB";25;"04157";"Casserengue";7.530
"PB";25;"04207";"Catingueira";4.938
"PB";25;"04306";"Catolé do Rocha";30.819
"PB";25;"04355";"Caturité";4.898
"PB";25;"04405";"Conceição";19.030
"PB";25;"04504";"Condado";6.662
"PB";25;"04603";"Conde";25.341
"PB";25;"04702";"Congo";4.787
"PB";25;"04801";"Coremas";15.438
"PB";25;"04850";"Coxixola";1.948
"PB";25;"04900";"Cruz do Espírito Santo";17.599
"PB";25;"05006";"Cubati";7.866
"PB";25;"05105";"Cuité";20.331
"PB";25;"05204";"Cuitegi";6.748
"PB";25;"05238";"Cuité de Mamanguape";6.360
"PB";25;"05279";"Curral de Cima";5.209
"PB";25;"05303";"Curral Velho";2.508
"PB";25;"05352";"Damião";5.409
"PB";25;"05402";"Desterro";8.332
"PB";25;"05501";"Vista Serrana";3.850
"PB";25;"05600";"Diamante";6.506
"PB";25;"05709";"Dona Inês";10.375
"PB";25;"05808";"Duas Estradas";3.569
"PB";25;"05907";"Emas";3.556
"PB";25;"06004";"Esperança";33.386
"PB";25;"06103";"Fagundes";11.180
"PB";25;"06202";"Frei Martinho";2.989
"PB";25;"06251";"Gado Bravo";8.292
"PB";25;"06301";"Guarabira";59.389
"PB";25;"06400";"Gurinhém";14.125
"PB";25;"06509";"Gurjão";3.477
"PB";25;"06608";"Ibiara";5.877
"PB";25;"06707";"Imaculada";11.877
"PB";25;"06806";"Ingá";18.184
"PB";25;"06905";"Itabaiana";24.363
"PB";25;"07002";"Itaporanga";24.960
"PB";25;"07101";"Itapororoca";18.978
"PB";25;"07200";"Itatuba";11.069
"PB";25;"07309";"Jacaraú";14.467
"PB";25;"07408";"Jericó";7.751
"PB";25;"07507";"João Pessoa";825.796
"PB";25;"07606";"Juarez Távora";8.014
"PB";25;"07705";"Juazeirinho";18.422
"PB";25;"07804";"Junco do Seridó";7.238
"PB";25;"07903";"Juripiranga";10.830
"PB";25;"08000";"Juru";9.831
"PB";25;"08109";"Lagoa";4.640
"PB";25;"08208";"Lagoa de Dentro";7.754
"PB";25;"08307";"Lagoa Seca";27.728
"PB";25;"08406";"Lastro";2.698
"PB";25;"08505";"Livramento";7.274
"PB";25;"08554";"Logradouro";4.406
"PB";25;"08604";"Lucena";13.344
"PB";25;"08703";"Mãe d'Água";3.988
"PB";25;"08802";"Malta";5.745
"PB";25;"08901";"Mamanguape";45.385
"PB";25;"09008";"Manaíra";10.988
"PB";25;"09057";"Marcação";8.746
"PB";25;"09107";"Mari";21.895
"PB";25;"09156";"Marizópolis";6.689
"PB";25;"09206";"Massaranduba";14.077
"PB";25;"09305";"Mataraca";8.642
"PB";25;"09339";"Matinhas";4.528
"PB";25;"09370";"Mato Grosso";2.944
"PB";25;"09396";"Maturéia";6.690
"PB";25;"09404";"Mogeiro";13.238
"PB";25;"09503";"Montadas";5.806
"PB";25;"09602";"Monte Horebe";4.867
"PB";25;"09701";"Monteiro";33.638
"PB";25;"09800";"Mulungu";9.962
"PB";25;"09909";"Natuba";10.449
"PB";25;"10006";"Nazarezinho";7.271
"PB";25;"10105";"Nova Floresta";10.614
"PB";25;"10204";"Nova Olinda";5.892
"PB";25;"10303";"Nova Palmeira";5.011
"PB";25;"10402";"Olho d'Água";6.399
"PB";25;"10501";"Olivedos";3.989
"PB";25;"10600";"Ouro Velho";3.052
"PB";25;"10659";"Parari";1.747
"PB";25;"10709";"Passagem";2.453
"PB";25;"10808";"Patos";108.766
"PB";25;"10907";"Paulista";12.411
"PB";25;"11004";"Pedra Branca";3.802
"PB";25;"11103";"Pedra Lavrada";7.954
"PB";25;"11202";"Pedras de Fogo";28.607
"PB";25;"11301";"Piancó";16.147
"PB";25;"11400";"Picuí";18.737
"PB";25;"11509";"Pilar";12.036
"PB";25;"11608";"Pilões";6.518
"PB";25;"11707";"Pilõezinhos";4.937
"PB";25;"11806";"Pirpirituba";10.590
"PB";25;"11905";"Pitimbu";19.478
"PB";25;"12002";"Pocinhos";18.848
"PB";25;"12036";"Poço Dantas";3.877
"PB";25;"12077";"Poço de José de Moura";4.366
"PB";25;"12101";"Pombal";32.803
"PB";25;"12200";"Prata";4.265
"PB";25;"12309";"Princesa Isabel";23.749
"PB";25;"12408";"Puxinanã";13.801
"PB";25;"12507";"Queimadas";44.388
"PB";25;"12606";"Quixaba";2.009
"PB";25;"12705";"Remígio";19.973
"PB";25;"12721";"Pedro Régis";6.139
"PB";25;"12747";"Riachão";3.650
"PB";25;"12754";"Riachão do Bacamarte";4.562
"PB";25;"12762";"Riachão do Poço";4.571
"PB";25;"12788";"Riacho de Santo Antônio";1.999
"PB";25;"12804";"Riacho dos Cavalos";8.555
"PB";25;"12903";"Rio Tinto";24.258
"PB";25;"13000";"Salgadinho";3.975
"PB";25;"13109";"Salgado de São Félix";12.123
"PB";25;"13158";"Santa Cecília";6.526
"PB";25;"13208";"Santa Cruz";6.579
"PB";25;"13307";"Santa Helena";5.853
"PB";25;"13356";"Santa Inês";3.591
"PB";25;"13406";"Santa Luzia";15.470
"PB";25;"13505";"Santana de Mangueira";5.098
"PB";25;"13604";"Santana dos Garrotes";6.942
"PB";25;"13653";"Joca Claudino";2.640
"PB";25;"13703";"Santa Rita";138.093
"PB";25;"13802";"Santa Teresinha";4.550
"PB";25;"13851";"Santo André";2.496
"PB";25;"13901";"São Bento";34.650
"PB";25;"13927";"São Bentinho";4.602
"PB";25;"13943";"São Domingos do Cariri";2.645
"PB";25;"13968";"São Domingos";3.119
"PB";25;"13984";"São Francisco";3.377
"PB";25;"14008";"São João do Cariri";4.170
"PB";25;"14107";"São João do Tigre";4.408
"PB";25;"14206";"São José da Lagoa Tapada";7.622
"PB";25;"14305";"São José de Caiana";6.394
"PB";25;"14404";"São José de Espinharas";4.631
"PB";25;"14453";"São José dos Ramos";6.037
"PB";25;"14503";"São José de Piranhas";20.406
"PB";25;"14552";"São José de Princesa";3.898
"PB";25;"14602";"São José do Bonfim";3.619
"PB";25;"14651";"São José do Brejo do Cruz";1.821
"PB";25;"14701";"São José do Sabugi";4.153
"PB";25;"14800";"São José dos Cordeiros";3.607
"PB";25;"14909";"São Mamede";7.682
"PB";25;"15005";"São Miguel de Taipu";7.450
"PB";25;"15104";"São Sebastião de Lagoa de Roça";11.793
"PB";25;"15203";"São Sebastião do Umbuzeiro";3.534
"PB";25;"15302";"Sapé";52.977
"PB";25;"15401";"São Vicente do Seridó";10.919
"PB";25;"15500";"Serra Branca";13.807
"PB";25;"15609";"Serra da Raiz";3.114
"PB";25;"15708";"Serra Grande";2.921
"PB";25;"15807";"Serra Redonda";7.001
"PB";25;"15906";"Serraria";6.037
"PB";25;"15930";"Sertãozinho";5.152
"PB";25;"15971";"Sobrado";7.845
"PB";25;"16003";"Solânea";26.051
"PB";25;"16102";"Soledade";15.211
"PB";25;"16151";"Sossêgo";3.631
"PB";25;"16201";"Sousa";69.997
"PB";25;"16300";"Sumé";17.096
"PB";25;"16409";"Tacima";11.024
"PB";25;"16508";"Taperoá";15.505
"PB";25;"16607";"Tavares";14.791
"PB";25;"16706";"Teixeira";15.333
"PB";25;"16755";"Tenório";3.103
"PB";25;"16805";"Triunfo";9.473
"PB";25;"16904";"Uiraúna";15.356
"PB";25;"17001";"Umbuzeiro";9.914
"PB";25;"17100";"Várzea";2.870
"PB";25;"17209";"Vieirópolis";5.395
"PB";25;"17407";"Zabelê";2.269
"PE";26;"00054";"Abreu e Lima";100.698
"PE";26;"00104";"Afogados da Ingazeira";37.546
"PE";26;"00203";"Afrânio";19.981
"PE";26;"00302";"Agrestina";25.240
"PE";26;"00401";"Água Preta";37.386
"PE";26;"00500";"Águas Belas";43.923
"PE";26;"00609";"Alagoinha";14.798
"PE";26;"00708";"Aliança";38.408
"PE";26;"00807";"Altinho";22.996
"PE";26;"00906";"Amaraji";22.910
"PE";26;"01003";"Angelim";11.301
"PE";26;"01052";"Araçoiaba";20.936
"PE";26;"01102";"Araripina";85.301
"PE";26;"01201";"Arcoverde";75.295
"PE";26;"01300";"Barra de Guabiraba";14.632
"PE";26;"01409";"Barreiros";42.866
"PE";26;"01508";"Belém de Maria";12.169
"PE";26;"01607";"Belém do São Francisco";20.730
"PE";26;"01706";"Belo Jardim";76.930
"PE";26;"01805";"Betânia";12.811
"PE";26;"01904";"Bezerros";60.960
"PE";26;"02001";"Bodocó";38.605
"PE";26;"02100";"Bom Conselho";48.975
"PE";26;"02209";"Bom Jardim";40.038
"PE";26;"02308";"Bonito";38.101
"PE";26;"02407";"Brejão";8.981
"PE";26;"02506";"Brejinho";7.489
"PE";26;"02605";"Brejo da Madre de Deus";51.696
"PE";26;"02704";"Buenos Aires";13.224
"PE";26;"02803";"Buíque";59.448
"PE";26;"02902";"Cabo de Santo Agostinho";210.796
"PE";26;"03009";"Cabrobó";34.778
"PE";26;"03108";"Cachoeirinha";20.618
"PE";26;"03207";"Caetés";29.065
"PE";26;"03306";"Calçado";10.983
"PE";26;"03405";"Calumbi";5.744
"PE";26;"03454";"Camaragibe";159.945
"PE";26;"03504";"Camocim de São Félix";19.032
"PE";26;"03603";"Camutanga";8.592
"PE";26;"03702";"Canhotinho";24.743
"PE";26;"03801";"Capoeiras";20.048
"PE";26;"03900";"Carnaíba";19.666
"PE";26;"03926";"Carnaubeira da Penha";13.117
"PE";26;"04007";"Carpina";85.131
"PE";26;"04106";"Caruaru";369.343
"PE";26;"04155";"Casinhas";14.395
"PE";26;"04205";"Catende";43.778
"PE";26;"04304";"Cedro";11.972
"PE";26;"04403";"Chã de Alegria";13.641
"PE";26;"04502";"Chã Grande";21.929
"PE";26;"04601";"Condado";26.755
"PE";26;"04700";"Correntes";18.327
"PE";26;"04809";"Cortês";12.543
"PE";26;"04908";"Cumaru";9.494
"PE";26;"05004";"Cupira";24.237
"PE";26;"05103";"Custódia";37.633
"PE";26;"05152";"Dormentes";19.246
"PE";26;"05202";"Escada";69.701
"PE";26;"05301";"Exu";31.709
"PE";26;"05400";"Feira Nova";22.360
"PE";26;"05459";"Fernando de Noronha";3.140
"PE";26;"05509";"Ferreiros";"12.216"
"PE";26;"05608";"Flores";22.612
"PE";26;"05707";"Floresta";33.488
"PE";26;"05806";"Frei Miguelinho";15.633
"PE";26;"05905";"Gameleira";31.578
"PE";26;"06002";"Garanhuns";141.347
"PE";26;"06101";"Glória do Goitá";30.847
"PE";26;"06200";"Goiana";80.345
"PE";26;"06309";"Granito";7.586
"PE";26;"06408";"Gravatá";85.309
"PE";26;"06507";"Iati";19.284
"PE";26;"06606";"Ibimirim";29.585
"PE";26;"06705";"Ibirajuba";7.773
"PE";26;"06804";"Igarassu";119.690
"PE";26;"06903";"Iguaracy";12.265
"PE";26;"07000";"Inajá";24.034
"PE";26;"07109";"Ingazeira";4.537
"PE";26;"07208";"Ipojuca";99.101
"PE";26;"07307";"Ipubi";31.515
"PE";26;"07406";"Itacuruba";5.013
"PE";26;"07505";"Itaíba";26.268
"PE";26;"07604";"Ilha de Itamaracá";27.076
"PE";26;"07653";"Itambé";36.495
"PE";26;"07703";"Itapetim";13.492
"PE";26;"07752";"Itapissuma";27.144
"PE";26;"07802";"Itaquitinga";17.056
"PE";26;"07901";"Jaboatão dos Guararapes";711.330
"PE";26;"07950";"Jaqueira";11.632
"PE";26;"08008";"Jataúba";17.305
"PE";26;"08057";"Jatobá";14.904
"PE";26;"08107";"João Alfredo";33.570
"PE";26;"08206";"Joaquim Nabuco";15.999
"PE";26;"08255";"Jucati";11.545
"PE";26;"08305";"Jupi";15.007
"PE";26;"08404";"Jurema";15.483
"PE";26;"08453";"Lagoa do Carro";18.429
"PE";26;"08503";"Lagoa de Itaenga";21.490
"PE";26;"08602";"Lagoa do Ouro";13.300
"PE";26;"08701";"Lagoa dos Gatos";16.345
"PE";26;"08750";"Lagoa Grande";26.090
"PE";26;"08800";"Lajedo";40.883
"PE";26;"08909";"Limoeiro";56.149
"PE";26;"09006";"Macaparana";25.565
"PE";26;"09105";"Machados";16.549
"PE";26;"09154";"Manari";22.110
"PE";26;"09204";"Maraial";11.098
"PE";26;"09303";"Mirandiba";15.548
"PE";26;"09402";"Moreno";63.792
"PE";26;"09501";"Nazaré da Mata";32.673
"PE";26;"09600";"Olinda";393.734
"PE";26;"09709";"Orobó";23.985
"PE";26;"09808";"Orocó";15.309
"PE";26;"09907";"Ouricuri";70.466
"PE";26;"10004";"Palmares";63.745
"PE";26;"10103";"Palmeirina";7.509
"PE";26;"10202";"Panelas";26.438
"PE";26;"10301";"Paranatama";11.608
"PE";26;"10400";"Parnamirim";22.198
"PE";26;"10509";"Passira";28.856
"PE";26;"10608";"Paudalho";57.346
"PE";26;"10707";"Paulista";336.919
"PE";26;"10806";"Pedra";22.716
"PE";26;"10905";"Pesqueira";68.067
"PE";26;"11002";"Petrolândia";37.246
"PE";26;"11101";"Petrolina";359.372
"PE";26;"11200";"Poção";11.308
"PE";26;"11309";"Pombos";27.204
"PE";26;"11408";"Primavera";15.231
"PE";26;"11507";"Quipapá";26.309
"PE";26;"11533";"Quixaba";6.796
"PE";26;"11606";"Recife";1.661.017
"PE";26;"11705";"Riacho das Almas";20.744
"PE";26;"11804";"Ribeirão";47.813
"PE";26;"11903";"Rio Formoso";23.719
"PE";26;"12000";"Sairé";9.600
"PE";26;"12109";"Salgadinho";11.214
"PE";26;"12208";"Salgueiro";61.561
"PE";26;"12307";"Saloá";15.880
"PE";26;"12406";"Sanharó";27.308
"PE";26;"12455";"Santa Cruz";15.713
"PE";26;"12471";"Santa Cruz da Baixa Verde";12.708
"PE";26;"12505";"Santa Cruz do Capibaribe";111.812
"PE";26;"12554";"Santa Filomena";14.645
"PE";26;"12604";"Santa Maria da Boa Vista";42.266
"PE";26;"12703";"Santa Maria do Cambucá";14.308
"PE";26;"12802";"Santa Terezinha";11.914
"PE";26;"12901";"São Benedito do Sul";16.239
"PE";26;"13008";"São Bento do Una";60.567
"PE";26;"13107";"São Caitano";37.488
"PE";26;"13206";"São João";23.002
"PE";26;"13305";"São Joaquim do Monte";21.439
"PE";26;"13404";"São José da Coroa Grande";21.868
"PE";26;"13503";"São José do Belmonte";34.082
"PE";26;"13602";"São José do Egito";34.210
"PE";26;"13701";"São Lourenço da Mata";114.910
"PE";26;"13800";"São Vicente Férrer";18.150
"PE";26;"13909";"Serra Talhada";87.467
"PE";26;"14006";"Serrita";19.226
"PE";26;"14105";"Sertânia";36.189
"PE";26;"14204";"Sirinhaém";46.845
"PE";26;"14303";"Moreilândia";11.269
"PE";26;"14402";"Solidão";6.034
"PE";26;"14501";"Surubim";66.192
"PE";26;"14600";"Tabira";28.860
"PE";26;"14709";"Tacaimbó";12.843
"PE";26;"14808";"Tacaratu";26.439
"PE";26;"14857";"Tamandaré";23.852
"PE";26;"15003";"Taquaritinga do Norte";29.472
"PE";26;"15102";"Terezinha";7.227
"PE";26;"15201";"Terra Nova";10.314
"PE";26;"15300";"Timbaúba";52.587
"PE";26;"15409";"Toritama";47.088
"PE";26;"15508";"Tracunhaém";13.856
"PE";26;"15607";"Trindade";31.103
"PE";26;"15706";"Triunfo";15.232
"PE";26;"15805";"Tupanatinga";27.793
"PE";26;"15904";"Tuparetama";8.266
"PE";26;"16001";"Venturosa";18.835
"PE";26;"16100";"Verdejante";9.572
"PE";26;"16183";"Vertente do Lério";7.526
"PE";26;"16209";"Vertentes";21.172
"PE";26;"16308";"Vicência";32.897
"PE";26;"16407";"Vitória de Santo Antão";140.389
"PE";26;"16506";"Xexéu";14.789
"AL";27;"00102";"Água Branca";20.263
"AL";27;"00201";"Anadia";17.507
"AL";27;"00300";"Arapiraca";234.309
"AL";27;"00409";"Atalaia";47.540
"AL";27;"00508";"Barra de Santo Antônio";16.201
"AL";27;"00607";"Barra de São Miguel";8.434
"AL";27;"00706";"Batalha";18.440
"AL";27;"00805";"Belém";4.226
"AL";27;"00904";"Belo Monte";6.717
"AL";27;"01001";"Boca da Mata";27.429
"AL";27;"01100";"Branquinha";10.426
"AL";27;"01209";"Cacimbinhas";10.920
"AL";27;"01308";"Cajueiro";21.397
"AL";27;"01357";"Campestre";6.972
"AL";27;"01407";"Campo Alegre";57.997
"AL";27;"01506";"Campo Grande";9.576
"AL";27;"01605";"Canapi";17.715
"AL";27;"01704";"Capela";16.907
"AL";27;"01803";"Carneiros";9.568
"AL";27;"01902";"Chã Preta";7.311
"AL";27;"02009";"Coité do Nóia";10.594
"AL";27;"02108";"Colônia Leopoldina";21.935
"AL";27;"02207";"Coqueiro Seco";5.882
"AL";27;"02306";"Coruripe";57.647
"AL";27;"02355";"Craíbas";24.396
"AL";27;"02405";"Delmiro Gouveia";52.501
"AL";27;"02504";"Dois Riachos";11.059
"AL";27;"02553";"Estrela de Alagoas";18.304
"AL";27;"02603";"Feira Grande";22.192
"AL";27;"02702";"Feliz Deserto";4.803
"AL";27;"02801";"Flexeiras";12.823
"AL";27;"02900";"Girau do Ponciano";41.549
"AL";27;"03007";"Ibateguara";15.637
"AL";27;"03106";"Igaci";25.596
"AL";27;"03205";"Igreja Nova";24.670
"AL";27;"03304";"Inhapi";18.398
"AL";27;"03403";"Jacaré dos Homens";5.185
"AL";27;"03502";"Jacuípe";6.992
"AL";27;"03601";"Japaratinga";8.444
"AL";27;"03700";"Jaramataia";5.751
"AL";27;"03759";"Jequiá da Praia";11.495
"AL";27;"03809";"Joaquim Gomes";24.167
"AL";27;"03908";"Jundiá";4.119
"AL";27;"04005";"Junqueiro";24.716
"AL";27;"04104";"Lagoa da Canoa";17.692
"AL";27;"04203";"Limoeiro de Anadia";28.904
"AL";27;"04302";"Maceió";1.031.597
"AL";27;"04401";"Major Isidoro";19.923
"AL";27;"04500";"Maragogi";33.351
"AL";27;"04609";"Maravilha";8.850
"AL";27;"04708";"Marechal Deodoro";52.848
"AL";27;"04807";"Maribondo";13.123
"AL";27;"04906";"Mar Vermelho";3.474
"AL";27;"05002";"Mata Grande";25.200
"AL";27;"05101";"Matriz de Camaragibe";24.627
"AL";27;"05200";"Messias";18.201
"AL";27;"05309";"Minador do Negrão";5.315
"AL";27;"05408";"Monteirópolis";7.171
"AL";27;"05507";"Murici";28.428
"AL";27;"05606";"Novo Lino";12.837
"AL";27;"05705";"Olho d'Água das Flores";21.690
"AL";27;"05804";"Olho d'Água do Casado";9.507
"AL";27;"05903";"Olho d'Água Grande";5.133
"AL";27;"06000";"Olivença";11.681
"AL";27;"06109";"Ouro Branco";11.573
"AL";27;"06208";"Palestina";5.061
"AL";27;"06307";"Palmeira dos Índios";73.452
"AL";27;"06406";"Pão de Açúcar";24.307
"AL";27;"06422";"Pariconha";10.546
"AL";27;"06448";"Paripueira";13.484
"AL";27;"06505";"Passo de Camaragibe";15.270
"AL";27;"06604";"Paulo Jacinto";7.556
"AL";27;"06703";"Penedo";64.005
"AL";27;"06802";"Piaçabuçu";17.868
"AL";27;"06901";"Pilar";35.310
"AL";27;"07008";"Pindoba";2.903
"AL";27;"07107";"Piranhas";25.324
"AL";27;"07206";"Poço das Trincheiras";14.447
"AL";27;"07305";"Porto Calvo";27.331
"AL";27;"07404";"Porto de Pedras";7.618
"AL";27;"07503";"Porto Real do Colégio";20.158
"AL";27;"07602";"Quebrangulo";11.202
"AL";27;"07701";"Rio Largo";75.662
"AL";27;"07800";"Roteiro";6.634
"AL";27;"07909";"Santa Luzia do Norte";7.344
"AL";27;"08006";"Santana do Ipanema";47.910
"AL";27;"08105";"Santana do Mundaú";10.637
"AL";27;"08204";"São Brás";6.977
"AL";27;"08303";"São José da Laje";24.064
"AL";27;"08402";"São José da Tapera";32.462
"AL";27;"08501";"São Luís do Quitunde";34.825
"AL";27;"08600";"São Miguel dos Campos";62.328
"AL";27;"08709";"São Miguel dos Milagres";8.073
"AL";27;"08808";"São Sebastião";34.424
"AL";27;"08907";"Satuba";14.042
"AL";27;"08956";"Senador Rui Palmeira";13.893
"AL";27;"09004";"Tanque d'Arca";6.115
"AL";27;"09103";"Taquarana";20.162
"AL";27;"09152";"Teotônio Vilela";44.570
"AL";27;"09202";"Traipu";27.934
"AL";27;"09301";"União dos Palmares";65.963
"AL";27;"09400";"Viçosa";25.655
"SE";28;"00100";"Amparo do São Francisco";2.386
"SE";28;"00209";"Aquidabã";21.796
"SE";28;"00308";"Aracaju";672.614
"SE";28;"00407";"Arauá";9.840
"SE";28;"00506";"Areia Branca";18.825
"SE";28;"00605";"Barra dos Coqueiros";31.439
"SE";28;"00670";"Boquim";26.980
"SE";28;"00704";"Brejo Grande";8.396
"SE";28;"01009";"Campo do Brito";18.325
"SE";28;"01108";"Canhoba";4.003
"SE";28;"01207";"Canindé de São Francisco";30.894
"SE";28;"01306";"Capela";34.808
"SE";28;"01405";"Carira";22.393
"SE";28;"01504";"Carmópolis";17.232
"SE";28;"01603";"Cedro de São João";5.929
"SE";28;"01702";"Cristinápolis";18.181
"SE";28;"01900";"Cumbe";4.008
"SE";28;"02007";"Divina Pastora";5.290
"SE";28;"02106";"Estância";69.919
"SE";28;"02205";"Feira Nova";5.617
"SE";28;"02304";"Frei Paulo";15.688
"SE";28;"02403";"Gararu";11.599
"SE";28;"02502";"General Maynard";3.421
"SE";28;"02601";"Gracho Cardoso";5.831
"SE";28;"02700";"Ilha das Flores";8.522
"SE";28;"02809";"Indiaroba";18.337
"SE";28;"02908";"Itabaiana";96.839
"SE";28;"03005";"Itabaianinha";42.399
"SE";28;"03104";"Itabi";4.869
"SE";28;"03203";"Itaporanga d'Ajuda";35.054
"SE";28;"03302";"Japaratuba";19.067
"SE";28;"03401";"Japoatã";13.422
"SE";28;"03500";"Lagarto";106.015
"SE";28;"03609";"Laranjeiras";30.327
"SE";28;"03708";"Macambira";7.002
"SE";28;"03807";"Malhada dos Bois";3.715
"SE";28;"03906";"Malhador";12.689
"SE";28;"04003";"Maruim";17.328
"SE";28;"04102";"Moita Bonita";11.361
"SE";28;"04201";"Monte Alegre de Sergipe";15.315
"SE";28;"04300";"Muribeca";7.653
"SE";28;"04409";"Neópolis";18.688
"SE";28;"04458";"Nossa Senhora Aparecida";8.822
"SE";28;"04508";"Nossa Senhora da Glória";37.715
"SE";28;"04607";"Nossa Senhora das Dores";26.957
"SE";28;"04706";"Nossa Senhora de Lourdes";6.509
"SE";28;"04805";"Nossa Senhora do Socorro";187.733
"SE";28;"04904";"Pacatuba";14.650
"SE";28;"05000";"Pedra Mole";3.309
"SE";28;"05109";"Pedrinhas";9.727
"SE";28;"05208";"Pinhão";6.678
"SE";28;"05307";"Pirambu";9.436
"SE";28;"05406";"Poço Redondo";35.461
"SE";28;"05505";"Poço Verde";24.003
"SE";28;"05604";"Porto da Folha";28.788
"SE";28;"05703";"Propriá";29.756
"SE";28;"05802";"Riachão do Dantas";19.813
"SE";28;"05901";"Riachuelo";10.354
"SE";28;"06008";"Ribeirópolis";18.891
"SE";28;"06107";"Rosário do Catete";11.158
"SE";28;"06206";"Salgado";20.051
"SE";28;"06305";"Santa Luzia do Itanhy";14.205
"SE";28;"06404";"Santana do São Francisco";7.906
"SE";28;"06503";"Santa Rosa de Lima";3.933
"SE";28;"06602";"Santo Amaro das Brotas";12.200
"SE";28;"06701";"São Cristóvão";92.090
"SE";28;"06800";"São Domingos";11.276
"SE";28;"06909";"São Francisco";3.837
"SE";28;"07006";"São Miguel do Aleixo";3.964
"SE";28;"07105";"Simão Dias";40.724
"SE";28;"07204";"Siriri";9.046
"SE";28;"07303";"Telha";3.271
"SE";28;"07402";"Tobias Barreto";52.861
"SE";28;"07501";"Tomar do Geru";13.534
"SE";28;"07600";"Umbaúba";25.800
"BA";29;"00108";"Abaíra";8.681
"BA";29;"00207";"Abaré";20.594
"BA";29;"00306";"Acajutiba";15.214
"BA";29;"00355";"Adustina";17.209
"BA";29;"00405";"Água Fria";17.096
"BA";29;"00504";"Érico Cardoso";10.513
"BA";29;"00603";"Aiquara";4.387
"BA";29;"00702";"Alagoinhas";153.023
"BA";29;"00801";"Alcobaça";22.509
"BA";29;"00900";"Almadina";5.273
"BA";29;"01007";"Amargosa";37.631
"BA";29;"01106";"Amélia Rodrigues";24.997
"BA";29;"01155";"América Dourada";16.086
"BA";29;"01205";"Anagé";21.229
"BA";29;"01304";"Andaraí";13.122
"BA";29;"01353";"Andorinha";14.416
"BA";29;"01403";"Angical";13.902
"BA";29;"01502";"Anguera";11.369
"BA";29;"01601";"Antas";19.659
"BA";29;"01700";"Antônio Cardoso";11.670
"BA";29;"01809";"Antônio Gonçalves";11.955
"BA";29;"01908";"Aporá";17.840
"BA";29;"01957";"Apuarema";7.274
"BA";29;"02005";"Aracatu";12.960
"BA";29;"02054";"Araçás";12.237
"BA";29;"02104";"Araci";54.903
"BA";29;"02203";"Aramari";11.519
"BA";29;"02252";"Arataca";10.904
"BA";29;"02302";"Aratuípe";8.848
"BA";29;"02401";"Aurelino Leal";11.079
"BA";29;"02500";"Baianópolis";13.979
"BA";29;"02609";"Baixa Grande";20.431
"BA";29;"02658";"Banzaê";13.251
"BA";29;"02708";"Barra";54.225
"BA";29;"02807";"Barra da Estiva";20.198
"BA";29;"02906";"Barra do Choça";30.831
"BA";29;"03003";"Barra do Mendes";13.128
"BA";29;"03102";"Barra do Rocha";5.515
"BA";29;"03201";"Barreiras";158.432
"BA";29;"03235";"Barro Alto";15.171
"BA";29;"03276";"Barrocas";16.225
"BA";29;"03300";"Barro Preto";5.312
"BA";29;"03409";"Belmonte";23.540
"BA";29;"03508";"Belo Campo";17.013
"BA";29;"03607";"Biritinga";15.989
"BA";29;"03706";"Boa Nova";12.039
"BA";29;"03805";"Boa Vista do Tupim";18.491
"BA";29;"03904";"Bom Jesus da Lapa";70.151
"BA";29;"03953";"Bom Jesus da Serra";9.768
"BA";29;"04001";"Boninal";14.518
"BA";29;"04050";"Bonito";16.999
"BA";29;"04100";"Boquira";21.486
"BA";29;"04209";"Botuporã";10.050
"BA";29;"04308";"Brejões";14.155
"BA";29;"04407";"Brejolândia";10.675
"BA";29;"04506";"Brotas de Macaúbas";10.705
"BA";29;"04605";"Brumado";67.468
"BA";29;"04704";"Buerarema";18.269
"BA";29;"04753";"Buritirama";21.374
"BA";29;"04803";"Caatiba";6.232
"BA";29;"04852";"Cabaceiras do Paraguaçu";19.010
"BA";29;"04902";"Cachoeira";33.659
"BA";29;"05008";"Caculé";23.407
"BA";29;"05107";"Caém";8.912
"BA";29;"05156";"Caetanos";14.671
"BA";29;"05206";"Caetité";51.184
"BA";29;"05305";"Cafarnaum";18.585
"BA";29;"05404";"Cairu";18.666
"BA";29;"05503";"Caldeirão Grande";13.452
"BA";29;"05602";"Camacan";32.023
"BA";29;"05701";"Camaçari";309.208
"BA";29;"05800";"Camamu";35.444
"BA";29;"05909";"Campo Alegre de Lourdes";28.839
"BA";29;"06006";"Campo Formoso";71.754
"BA";29;"06105";"Canápolis";9.694
"BA";29;"06204";"Canarana";26.468
"BA";29;"06303";"Canavieiras";30.722
"BA";29;"06402";"Candeal";8.109
"BA";29;"06501";"Candeias";87.820
"BA";29;"06600";"Candiba";14.415
"BA";29;"06709";"Cândido Sales";24.921
"BA";29;"06808";"Cansanção";34.929
"BA";29;"06824";"Canudos";16.832
"BA";29;"06857";"Capela do Alto Alegre";11.597
"BA";29;"06873";"Capim Grosso";31.055
"BA";29;"06899";"Caraíbas";8.659
"BA";29;"06907";"Caravelas";22.166
"BA";29;"07004";"Cardeal da Silva";9.395
"BA";29;"07103";"Carinhanha";29.118
"BA";29;"07202";"Casa Nova";73.092
