Region,Country,Category,Brand,Sub Brand,Date,Price,Quantity Sold,Discount
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/12/2018,30,993,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/12/2018,30,95,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/12/2018,30,948,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/12/2018,30,230,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/12/2018,30,294,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/12/2018,30,549,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/12/2018,30,262,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/12/2018,30,192,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/12/2018,30,902,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/01/2019,30,73,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/01/2019,30,695,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/01/2019,30,824,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/01/2019,30,367,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/01/2019,30,438,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/01/2019,30,626,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/01/2019,30,873,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/01/2019,30,96,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/01/2019,30,959,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/01/2019,30,931,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/01/2019,30,136,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/01/2019,30,974,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/01/2019,30,406,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/01/2019,30,668,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/01/2019,30,239,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/01/2019,30,441,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/01/2019,30,292,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/01/2019,30,219,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/01/2019,30,902,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/01/2019,30,478,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/01/2019,30,944,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/01/2019,30,356,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/01/2019,30,644,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/01/2019,30,361,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/01/2019,30,108,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/01/2019,30,92,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/01/2019,30,471,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/01/2019,30,968,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/01/2019,30,996,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/01/2019,30,171,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/01/2019,30,947,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/02/2019,30,799,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/02/2019,30,921,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/02/2019,30,692,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/02/2019,30,279,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/02/2019,30,724,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/02/2019,30,435,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/02/2019,30,751,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/02/2019,30,794,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/02/2019,30,379,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/02/2019,30,364,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/02/2019,30,4,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/02/2019,30,979,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/02/2019,30,551,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/02/2019,30,720,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/02/2019,30,348,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/02/2019,30,68,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/02/2019,30,866,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/02/2019,30,481,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/02/2019,30,588,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/02/2019,30,603,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/02/2019,30,652,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/02/2019,30,526,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/02/2019,30,416,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/02/2019,30,9,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/02/2019,30,91,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/02/2019,30,837,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/02/2019,30,147,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/02/2019,30,929,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/03/2019,30,343,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/03/2019,30,801,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/03/2019,30,534,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/03/2019,30,592,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/03/2019,30,796,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/03/2019,30,67,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/03/2019,30,577,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/03/2019,30,281,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/03/2019,30,984,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/03/2019,30,776,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/03/2019,30,602,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/03/2019,30,180,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/03/2019,30,507,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/03/2019,30,843,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/03/2019,30,983,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/03/2019,30,257,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/03/2019,30,789,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/03/2019,30,208,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/03/2019,30,600,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/03/2019,30,724,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/03/2019,30,201,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/03/2019,30,913,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/03/2019,30,41,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/03/2019,30,900,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/03/2019,30,690,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/03/2019,30,355,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/03/2019,30,762,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/03/2019,30,388,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/03/2019,30,977,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/03/2019,30,899,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/03/2019,30,624,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/04/2019,30,402,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/04/2019,30,470,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/04/2019,30,323,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/04/2019,30,363,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/04/2019,30,493,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/04/2019,30,396,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/04/2019,30,348,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/04/2019,30,144,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/04/2019,30,69,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/04/2019,30,479,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/04/2019,30,73,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/04/2019,30,732,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/04/2019,30,979,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/04/2019,30,854,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/04/2019,30,297,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/04/2019,30,357,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/04/2019,30,458,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/04/2019,30,45,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/04/2019,30,274,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/04/2019,30,899,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/04/2019,30,366,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/04/2019,30,86,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/04/2019,30,841,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/04/2019,30,503,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/04/2019,30,821,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/04/2019,30,405,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/04/2019,30,263,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/04/2019,30,508,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/04/2019,30,976,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/04/2019,30,657,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/05/2019,30,8,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/05/2019,30,743,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/05/2019,30,371,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/05/2019,30,851,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/05/2019,30,242,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/05/2019,30,69,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/05/2019,30,733,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/05/2019,30,586,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/05/2019,30,437,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/05/2019,30,997,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/05/2019,30,797,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/05/2019,30,356,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/05/2019,30,681,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/05/2019,30,939,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/05/2019,30,55,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/05/2019,30,939,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/05/2019,30,707,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/05/2019,30,212,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/05/2019,30,915,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/05/2019,30,816,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/05/2019,30,245,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/05/2019,30,383,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/05/2019,30,293,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/05/2019,30,472,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/05/2019,30,134,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/05/2019,30,471,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/05/2019,30,269,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/05/2019,30,897,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/05/2019,30,140,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/05/2019,30,487,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/05/2019,30,10,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/06/2019,30,613,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/06/2019,30,802,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/06/2019,30,108,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/06/2019,30,44,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/06/2019,30,974,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/06/2019,30,210,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/06/2019,30,810,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/06/2019,30,896,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/06/2019,30,339,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/06/2019,30,817,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/06/2019,30,786,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/06/2019,30,910,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/06/2019,30,727,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/06/2019,30,764,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/06/2019,30,575,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/06/2019,30,536,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/06/2019,30,491,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/06/2019,30,617,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/06/2019,30,447,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/06/2019,30,242,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/06/2019,30,593,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/06/2019,30,676,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/06/2019,30,461,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/06/2019,30,746,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/06/2019,30,378,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/06/2019,30,54,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/06/2019,30,423,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/06/2019,30,89,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/06/2019,30,397,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/06/2019,30,272,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/07/2019,30,133,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/07/2019,30,677,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/07/2019,30,95,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/07/2019,30,805,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/07/2019,30,208,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/07/2019,30,981,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/07/2019,30,644,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/07/2019,30,288,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/07/2019,30,733,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/07/2019,30,360,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/07/2019,30,689,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/07/2019,30,615,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/07/2019,30,535,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/07/2019,30,36,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/07/2019,30,918,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/07/2019,30,136,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/07/2019,30,673,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/07/2019,30,284,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/07/2019,30,877,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/07/2019,30,823,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/07/2019,30,158,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/07/2019,30,868,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/07/2019,30,628,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/07/2019,30,325,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/07/2019,30,761,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/07/2019,30,686,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/07/2019,30,905,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/07/2019,30,993,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/07/2019,30,338,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/07/2019,30,119,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/07/2019,30,743,0.3
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/08/2019,30,311,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/08/2019,30,602,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/08/2019,30,633,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/08/2019,30,185,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/08/2019,30,588,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/08/2019,30,870,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/08/2019,30,664,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/08/2019,30,422,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/08/2019,30,283,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/08/2019,30,468,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/08/2019,30,65,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/08/2019,30,931,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/08/2019,30,166,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/08/2019,30,657,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/08/2019,30,136,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/08/2019,30,472,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/08/2019,30,335,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/08/2019,30,564,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/08/2019,30,783,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/08/2019,30,630,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/08/2019,30,620,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/08/2019,30,636,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/08/2019,30,141,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/08/2019,30,288,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/08/2019,30,262,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/08/2019,30,933,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/08/2019,30,462,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/08/2019,30,318,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/08/2019,30,553,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/08/2019,30,933,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,31/08/2019,30,581,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/09/2019,30,1000,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/09/2019,30,651,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/09/2019,30,428,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/09/2019,30,389,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/09/2019,30,811,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/09/2019,30,800,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/09/2019,30,647,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/09/2019,30,545,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,09/09/2019,30,259,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,10/09/2019,30,636,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,11/09/2019,30,113,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,12/09/2019,30,358,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,13/09/2019,30,42,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,14/09/2019,30,934,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,15/09/2019,30,952,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,16/09/2019,30,440,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,17/09/2019,30,314,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,18/09/2019,30,764,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,19/09/2019,30,124,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,20/09/2019,30,653,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,21/09/2019,30,280,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,22/09/2019,30,186,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,23/09/2019,30,462,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,24/09/2019,30,485,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,25/09/2019,30,332,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,26/09/2019,30,587,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,27/09/2019,30,573,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,28/09/2019,30,826,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,29/09/2019,30,142,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,30/09/2019,30,205,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,01/10/2019,30,708,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,02/10/2019,30,427,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,03/10/2019,30,131,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,04/10/2019,30,538,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,05/10/2019,30,497,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,06/10/2019,30,705,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,07/10/2019,30,282,0
Asia,Pakistan,Soft Drink,Pepsi,Pepsi 250 ml,08/10/2019,30,911,0
